v1,price,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer
652,"$15,910 ",chicago,chicago city,2015 Toyota Camry,NA,4 cylinders,fwd,gas,31078,silver,NA,automatic,sedan,1
653,$800 ,chicago,chicago suburbs,1998 toyota camry,good,4 cylinders,fwd,gas,198000,red,compact,automatic,NA,0
654,"$13,500 ",chicago,chicago city,2014 toyota camry,like new,NA,NA,gas,50000,NA,NA,automatic,NA,0
655,"$1,600 ",chicago,chicago city,2002 2002 toyota camry,good,4 cylinders,NA,gas,152,red,NA,automatic,NA,0
656,"$5,000 ",chicago,chicago suburbs,2006 toyota camry solara,good,NA,fwd,gas,128694,black,NA,automatic,NA,0
657,"$2,600 ",chicago,chicago city,2001 toyota camry solara,NA,4 cylinders,fwd,gas,NA,NA,NA,automatic,coupe,0
658,"$6,500 ",chicago,chicago city,2009 Toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
659,"$11,550 ",chicago,chicago W,2012 toyota camry se,excellent,4 cylinders,fwd,gas,42330,black,NA,automatic,NA,0
660,"$2,450 ",los angeles,LA westside-southbay,2000 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,159126,green,mid-size,automatic,sedan,0
661,$450 ,chicago,chicago N,1999 Toyota Camry,NA,4 cylinders,fwd,gas,153000,NA,NA,automatic,NA,0
662,"$2,700 ",chicago,chicago S,2003 toyota camry,NA,NA,NA,gas,230000,NA,NA,automatic,NA,0
663,"$3,980 ",chicago,chicago S,2002 toyota camry le,good,4 cylinders,fwd,gas,155987,silver,full-size,automatic,sedan,0
664,"$2,995 ",chicago,indiana NW,1999 toyota camry le,good,4 cylinders,fwd,gas,144150,grey,mid-size,automatic,sedan,1
665,"$3,395 ",chicago,chicago suburbs,2005 toyota camry se sedan 4d,good,4 cylinders,fwd,gas,189000,silver,full-size,automatic,NA,0
666,"$4,000 ",chicago,chicago city,2005 toyota camry,good,4 cylinders,fwd,gas,220000,red,mid-size,automatic,sedan,0
667,"$1,800 ",chicago,chicago city,1999 toyota camry,good,6 cylinders,fwd,gas,251925,white,mid-size,automatic,sedan,0
668,$950 ,chicago,chicago N,1992 toyota camry,fair,4 cylinders,fwd,gas,185000,silver,compact,automatic,coupe,0
669,"$1,000 ",los angeles,LA long beach,1999 toyota camry xle,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
670,"$2,300 ",chicago,chicago city,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
671,NA,chicago,chicago city,2008 Toyota Camry Solara,excellent,6 cylinders,fwd,gas,104786,blue,compact,automatic,convertible,1
672,"$2,200 ",chicago,chicago city,1999 1999 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
673,"$9,995 ",chicago,NA,2011 Toyota Camry,NA,4 cylinders,fwd,gas,64628,black,NA,automatic,sedan,1
674,"$6,500 ",chicago,chicago city,2011 toyota camry,like new,4 cylinders,fwd,gas,125000,white,compact,automatic,sedan,0
675,"$2,500 ",chicago,chicago city,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
676,"$8,000 ",los angeles,LA long beach,2012 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
677,"$6,800 ",chicago,chicago city,2009 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
678,NA,chicago,chicago suburbs,2007 Toyota_ Camry_,excellent,other,fwd,gas,89594,silver,NA,automatic,sedan,1
679,"$14,900 ",chicago,chicago S,2014 toyota camry xle,excellent,4 cylinders,fwd,gas,23890,silver,mid-size,automatic,sedan,0
680,"$8,900 ",chicago,chicago S,2008 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
681,"$1,000 ",chicago,chicago N,1998 toyota camry le,good,4 cylinders,fwd,gas,200000,custom,full-size,automatic,sedan,0
682,"$14,994 ",chicago,chicago city,2015 TOYOTA CAMRY,NA,NA,fwd,gas,36154,white,NA,automatic,sedan,1
683,NA,chicago,chicago city,2007 TOYOTA CAMRY,NA,NA,fwd,other,NA,NA,NA,automatic,sedan,1
684,"$16,499 ",chicago,chicago city,2017 TOYOTA CAMRY,NA,NA,fwd,gas,29439,black,NA,automatic,sedan,1
685,"$9,785 ",chicago,chicago W,2006 toyota camry solara convertible,excellent,6 cylinders,fwd,gas,75962,black,NA,automatic,NA,0
686,"$1,555 ",chicago,chicago city,1999 Toyota Camry,good,4 cylinders,fwd,gas,200,brown,mid-size,automatic,sedan,0
687,"$1,500 ",chicago,chicago S,1999 toyota camry le,excellent,4 cylinders,fwd,gas,NA,NA,full-size,automatic,coupe,0
688,"$9,888 ",chicago,chicago city,2005 Toyota Camry Solara 2dr Cpe SPT V6 Auto (Natl),NA,6 cylinders,fwd,NA,56172,NA,NA,automatic,coupe,1
689,"$17,777 ",chicago,chicago city,2015 toyota camry xle,excellent,4 cylinders,fwd,gas,NA,silver,NA,automatic,NA,1
690,"$8,500 ",los angeles,San Fernando,2009 toyota camry,excellent,6 cylinders,fwd,gas,NA,NA,NA,automatic,sedan,0
691,NA,chicago,chicago N,2013 Toyota Camry,excellent,4 cylinders,fwd,gas,111987,silver,mid-size,automatic,sedan,1
692,"$14,593 ",chicago,chicago W,2016 Toyota Camry,NA,4 cylinders,fwd,gas,45484,black,NA,automatic,sedan,1
693,"$5,499 ",chicago,chicago S,2003 TOYOTA CAMRY  SOLARA,NA,6 cylinders,NA,gas,157000,black,NA,automatic,SUV,1
694,"$2,800 ",chicago,chicago S,2000 toyota camry solara,good,6 cylinders,fwd,gas,212100,silver,mid-size,manual,coupe,0
695,"$10,800 ",chicago,chicago N,2010 Toyota Camry se,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
697,"$9,750 ",los angeles,LA long beach,2010 toyota camry,like new,4 cylinders,fwd,gas,46000,white,full-size,automatic,sedan,0
698,NA,los angeles,San Fernando,2010 Toyota Camry LE,NA,NA,fwd,gas,161012,NA,NA,automatic,sedan,1
699,$500 ,chicago,chicago city,2014 TOYOTA CAMRY,like new,4 cylinders,fwd,gas,NA,black,full-size,automatic,sedan,1
700,"$9,499 ",chicago,chicago suburbs,2007 TOYOTA CAMRY,NA,4 cylinders,NA,gas,43140,red,NA,automatic,sedan,1
701,"$16,450 ",los angeles,San Fernando,2014 Toyota Camry XLE,NA,NA,fwd,gas,22300,black,NA,automatic,sedan,1
702,"$2,500 ",los angeles,LA san gabriel,1999 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
703,"$3,000 ",los angeles,San Fernando,2001 toyota camry solara,NA,NA,NA,gas,120000,NA,NA,automatic,NA,0
704,"$5,800 ",los angeles,central LA,2005 Toyota Camry LE,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,sedan,0
706,"$13,000 ",los angeles,LA long beach,2014 toyota camry se,good,4 cylinders,fwd,gas,66000,silver,compact,automatic,sedan,0
707,"$5,000 ",los angeles,LA san gabriel,2005 toyota camry,good,NA,NA,gas,100000,black,NA,automatic,NA,0
708,"$6,995 ",los angeles,central LA,2006 Toyota Camry Solara SE,NA,NA,fwd,gas,112426,blue,NA,automatic,coupe,1
709,"$11,995 ",los angeles,San Fernando,2012 toyota Camry LE,like new,4 cylinders,fwd,gas,48894,grey,mid-size,automatic,sedan,0
710,"$1,299 ",los angeles,LA san gabriel,2000 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
711,"$2,500 ",los angeles,LA westside-southbay,2001 toyota camry ce,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
712,"$2,500 ",los angeles,North LA county,2003 toyota camry,NA,4 cylinders,NA,gas,175000,NA,NA,automatic,NA,0
713,"$7,600 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
714,"$2,500 ",los angeles,LA westside-southbay,2001 toyota camry ce,excellent,NA,NA,gas,NA,NA,NA,automatic,sedan,0
715,"$6,000 ",los angeles,central LA,2007 toyota camry,like new,6 cylinders,NA,gas,111465,NA,NA,automatic,NA,0
717,"$7,595 ",los angeles,central LA,2009 toyota camry,like new,NA,NA,gas,81000,NA,NA,automatic,NA,0
718,"$7,600 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
719,$400 ,los angeles,North LA county,1999 toyota camry,good,4 cylinders,rwd,gas,200000,brown,NA,automatic,sedan,0
720,"$7,995 ",los angeles,San Fernando,2011 TOYOTA CAMRY,NA,NA,fwd,other,131611,red,NA,automatic,sedan,1
721,"$3,700 ",los angeles,San Fernando,2005 toyota camry le 4dr sedan,good,4 cylinders,NA,gas,110,NA,NA,automatic,sedan,0
722,"$1,055 ",los angeles,LA westside-southbay,2005 Toyota Camry,excellent,6 cylinders,fwd,gas,NA,white,full-size,automatic,sedan,0
723,"$4,500 ",los angeles,LA long beach,2010 toyota camry se 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
724,"$3,400 ",los angeles,LA san gabriel,2005 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
726,"$6,999 ",los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
727,"$3,800 ",los angeles,LA long beach,2005 Toyota Camry Le,good,4 cylinders,fwd,gas,151352,silver,mid-size,automatic,sedan,0
729,"$3,990 ",los angeles,LA san gabriel,2009 toyota camry xle,good,NA,fwd,gas,100,black,NA,automatic,NA,0
730,"$2,700 ",los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,NA,gas,NA,brown,full-size,automatic,sedan,0
731,"$1,000 ",los angeles,LA westside-southbay,2003 toyota camry xle,like new,4 cylinders,fwd,gas,NA,white,full-size,automatic,sedan,0
732,"$1,060 ",los angeles,LA westside-southbay,2004 Toyota Camry Le,excellent,6 cylinders,fwd,gas,NA,white,full-size,automatic,NA,0
733,"$10,995 ",los angeles,San Fernando,2013 Toyota Camry SE,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
734,"$7,899 ",los angeles,central LA,2009 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
735,"$6,000 ",los angeles,San Fernando,2007 toyota camry,like new,6 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
736,"$2,500 ",los angeles,central LA,2004 toyota camry,good,NA,NA,gas,NA,NA,NA,automatic,NA,0
737,"$8,000 ",los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,111000,NA,NA,automatic,NA,0
738,"$3,000 ",los angeles,LA westside-southbay,2002 toyota camry,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
740,"$2,500 ",los angeles,San Fernando,2003 Toyota camry,NA,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
741,"$3,800 ",los angeles,LA long beach,2005 Toyota Camry,good,4 cylinders,fwd,gas,151352,silver,mid-size,automatic,sedan,0
742,"$4,900 ",los angeles,central LA,2007 TOYOTA CAMRY LE,excellent,4 cylinders,fwd,gas,183138,blue,mid-size,automatic,sedan,0
743,"$2,500 ",los angeles,LA westside-southbay,2002 Toyota Camry LE,good,NA,NA,gas,NA,NA,NA,automatic,NA,0
744,"$6,500 ",los angeles,San Fernando,2007 Toyota Camry LE,excellent,4 cylinders,fwd,gas,101690,silver,mid-size,automatic,sedan,0
745,"$2,500 ",los angeles,LA westside-southbay,2002 Toyota Camry LE,good,NA,NA,gas,NA,NA,NA,automatic,NA,0
746,"$12,700 ",los angeles,LA long beach,2016 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
747,"$2,500 ",los angeles,central LA,2001 Toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
748,"$2,400 ",los angeles,central LA,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
749,"$9,500 ",los angeles,LA long beach,2014 toyota camry se 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
750,"$3,300 ",los angeles,San Fernando,2001 toyota camry le,excellent,4 cylinders,NA,gas,133000,grey,NA,automatic,NA,0
751,"$10,300 ",los angeles,central LA,2014 Toyota Camry Se,NA,NA,NA,gas,26942,NA,NA,automatic,NA,0
752,$600 ,los angeles,central LA,1994 toyota camry le,good,NA,NA,gas,204159,red,mid-size,automatic,NA,0
753,"$4,800 ",los angeles,San Fernando,2006 Toyota camry,NA,NA,NA,gas,105000,NA,NA,automatic,NA,0
754,"$4,900 ",los angeles,central LA,2007 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,138183,blue,mid-size,automatic,sedan,0
755,"$2,300 ",los angeles,San Fernando,2006 Toyota Camry,like new,4 cylinders,NA,gas,NA,grey,full-size,automatic,sedan,0
756,"$4,999 ",los angeles,central LA,2008 Toyota camry,good,4 cylinders,NA,gas,150000,black,full-size,automatic,sedan,0
757,"$6,000 ",los angeles,LA long beach,2007 toyota camry,like new,6 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
759,"$9,000 ",los angeles,San Fernando,2005 Toyota Camry or Prius,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
760,"$11,900 ",los angeles,central LA,2015 Toyota Camry Se,NA,NA,NA,gas,35007,NA,NA,automatic,NA,0
761,"$3,900 ",los angeles,central LA,2000 Toyota Camry,good,4 cylinders,fwd,gas,120000,white,compact,automatic,sedan,0
762,"$2,500 ",los angeles,central LA,1998 toyota camry,good,NA,NA,gas,NA,NA,NA,automatic,NA,0
763,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
764,"$1,000 ",los angeles,central LA,2012 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
765,NA,los angeles,San Fernando,2015 TOYOTA CAMRY XSE BAD CREDIT,NA,NA,NA,gas,31678,white,NA,automatic,NA,1
766,$550 ,los angeles,LA san gabriel,1993 toyota camry,NA,NA,NA,gas,319500,NA,NA,automatic,NA,0
767,"$1,000 ",los angeles,North LA county,1994 toyota camry,good,4 cylinders,fwd,gas,NA,black,compact,automatic,sedan,0
768,"$2,500 ",los angeles,LA westside-southbay,2001 toyota camry ce,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
769,"$11,400 ",los angeles,LA long beach,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,115629,NA,compact,automatic,sedan,0
772,"$8,300 ",los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,fwd,gas,84800,green,full-size,automatic,NA,0
773,"$7,600 ",los angeles,central LA,2009 toyota camry le,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
774,"$1,500 ",los angeles,LA westside-southbay,2007 Toyota Camry XLE,like new,NA,fwd,gas,NA,NA,full-size,automatic,sedan,0
775,"$3,950 ",los angeles,LA westside-southbay,2006 toyota camry solara,good,6 cylinders,fwd,gas,164213,blue,mid-size,automatic,coupe,0
776,"$3,999 ",los angeles,San Fernando,2005 Toyota Camry,like new,4 cylinders,NA,gas,162,silver,NA,automatic,NA,0
777,"$12,100 ",los angeles,central LA,2015 Toyota Camry,NA,NA,NA,gas,34306,NA,NA,automatic,NA,0
778,"$1,200 ",los angeles,San Fernando,1996 Toyota Camry,good,4 cylinders,fwd,gas,219000,NA,NA,automatic,NA,0
779,"$13,600 ",los angeles,San Fernando,2014 Toyota Camry SE,NA,NA,NA,gas,52500,NA,NA,automatic,NA,0
780,"$1,500 ",los angeles,San Fernando,1995 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
781,"$2,500 ",los angeles,central LA,2003 toyota camry,good,NA,NA,gas,175000,NA,NA,automatic,NA,0
782,"$2,500 ",los angeles,LA westside-southbay,2001 Toyota Camry ce,excellent,NA,NA,gas,NA,NA,NA,automatic,NA,0
783,"$2,700 ",los angeles,central LA,2000 toyota camry,excellent,4 cylinders,NA,gas,NA,brown,full-size,automatic,sedan,0
784,"$2,500 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
785,"$1,068 ",los angeles,LA westside-southbay,2005 toyota camry xle,excellent,6 cylinders,fwd,gas,NA,white,full-size,automatic,sedan,0
786,"$6,995 ",los angeles,San Fernando,2007 toyota camry ce,NA,4 cylinders,NA,gas,NA,black,NA,automatic,sedan,1
787,"$1,000 ",los angeles,San Fernando,2005 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
788,"$5,500 ",los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,NA,gas,160000,NA,NA,automatic,NA,0
789,"$7,500 ",los angeles,San Fernando,2012 toyota camry le,excellent,4 cylinders,fwd,diesel,NA,NA,NA,automatic,sedan,0
791,"$1,650 ",los angeles,San Fernando,1995 toyota Camry Le,fair,4 cylinders,fwd,gas,271000,blue,compact,automatic,sedan,0
792,"$16,995 ",los angeles,San Fernando,2016 TOYOTA CAMRY,NA,NA,fwd,other,39373,white,NA,automatic,sedan,1
794,$500 ,los angeles,LA westside-southbay,2000 toyota camry solara,NA,6 cylinders,fwd,gas,256000,white,NA,automatic,coupe,0
795,"$3,300 ",los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,NA,NA,NA,automatic,NA,0
796,"$3,799 ",los angeles,LA san gabriel,2004 toyota camry xle,NA,NA,NA,gas,113250,NA,NA,automatic,NA,1
797,"$6,990 ",los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,NA,gas,124000,silver,compact,automatic,sedan,0
799,"$1,600 ",los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,225000,custom,NA,automatic,sedan,0
800,"$11,400 ",los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,115629,NA,compact,automatic,sedan,0
802,"$7,000 ",los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,104000,white,full-size,automatic,sedan,0
803,"$1,000 ",los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,NA,black,mid-size,automatic,sedan,0
804,"$3,000 ",los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,158000,green,compact,automatic,sedan,0
805,"$3,850 ",los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,NA,gas,164000,NA,NA,automatic,coupe,0
806,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
807,"$5,000 ",los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,NA,gas,120000,grey,mid-size,automatic,convertible,0
808,"$12,888 ",los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,44000,white,mid-size,automatic,sedan,1
809,"$2,599 ",los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,186528,NA,mid-size,automatic,sedan,0
810,NA,los angeles,central LA,2018 Toyota Camry,NA,4 cylinders,fwd,gas,16452,black,NA,automatic,sedan,1
812,"$2,400 ",los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,NA,gas,135000,NA,NA,automatic,NA,0
813,"$5,900 ",los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,NA,gas,118000,NA,NA,automatic,NA,0
814,"$1,500 ",los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,197560,green,compact,automatic,coupe,0
815,"$14,988 ",los angeles,LA san gabriel,2015 TOYOTA CAMRY,NA,NA,fwd,gas,55096,NA,NA,automatic,sedan,1
816,"$9,000 ",los angeles,LA long beach,2014 toyota camry le 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
817,"$5,000 ",los angeles,LA san gabriel,2005 toyota camry,good,NA,NA,gas,100000,black,NA,automatic,NA,0
818,"$15,800 ",los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,NA,gas,NA,NA,NA,automatic,NA,0
819,"$18,500 ",los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,5000,grey,full-size,automatic,sedan,0
820,"$3,500 ",los angeles,LA san gabriel,2002 toyota camry le,fair,4 cylinders,fwd,gas,66354,silver,full-size,automatic,sedan,0
821,"$5,400 ",los angeles,San Fernando,2007 2007 Toyota Camry XLE ADVANCED,excellent,6 cylinders,fwd,gas,133,NA,full-size,automatic,sedan,0
822,"$90,002 ",los angeles,San Fernando,2003 Toyota Camry Xle,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
823,"$9,000 ",los angeles,LA san gabriel,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,80,custom,mid-size,automatic,sedan,0
824,"$6,500 ",los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,153000,white,full-size,automatic,sedan,0
825,"$5,400 ",los angeles,central LA,2007 2007 Toyota Camry XLE ADVANCED,excellent,6 cylinders,fwd,gas,133,NA,full-size,automatic,sedan,0
826,"$8,300 ",los angeles,LA san gabriel,2007 Toyota camry,NA,NA,NA,gas,118000,NA,NA,automatic,NA,0
827,$950 ,los angeles,central LA,1993 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
828,"$3,300 ",los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,NA,NA,NA,automatic,NA,0
829,$950 ,los angeles,central LA,1997 toyota camry le,NA,NA,NA,gas,NA,NA,NA,manual,NA,0
831,"$2,395 ",los angeles,central LA,2004 toyota camry solara,NA,4 cylinders,fwd,gas,239000,red,full-size,automatic,coupe,0
833,"$5,100 ",los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,NA,gas,98000,black,NA,automatic,NA,0
834,"$1,000 ",los angeles,central LA,1996 Toyota Camry,NA,NA,NA,gas,NA,NA,NA,manual,NA,0
835,"$2,000 ",los angeles,central LA,2002 toyota camry,NA,NA,NA,gas,200,white,NA,automatic,sedan,0
836,$1 ,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,NA,gas,NA,white,full-size,automatic,NA,0
838,"$3,200 ",los angeles,central LA,2006 Toyota  camry,good,4 cylinders,fwd,gas,131000,white,compact,automatic,sedan,0
840,"$4,950 ",los angeles,LA long beach,2009 toyota camry,excellent,4 cylinders,NA,gas,174000,NA,NA,manual,NA,0
841,"$4,500 ",los angeles,LA san gabriel,2005 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
843,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
844,"$1,000 ",los angeles,San Fernando,1999 Toyota camry,good,4 cylinders,rwd,gas,205000,brown,compact,automatic,coupe,0
845,"$1,150 ",los angeles,LA westside-southbay,2003 Toyota CAMRY XLE,NA,NA,NA,gas,67000,white,NA,automatic,NA,0
846,"$4,500 ",los angeles,central LA,2008 toyota camry,NA,NA,NA,gas,NA,NA,NA,manual,NA,0
847,"$3,115 ",los angeles,central LA,2012 toyota camry,like new,4 cylinders,NA,gas,NA,black,NA,automatic,sedan,0
849,"$5,400 ",los angeles,LA san gabriel,2007 2007 Toyota Camry XLE ADVANCED,excellent,6 cylinders,fwd,gas,133,NA,full-size,automatic,sedan,0
850,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
852,"$3,700 ",los angeles,San Fernando,2003 toyota camry,NA,NA,NA,gas,132000,NA,NA,automatic,NA,0
854,"$2,500 ",los angeles,central LA,2003 toyota camry,NA,6 cylinders,fwd,gas,NA,black,NA,automatic,sedan,0
855,"$15,995 ",los angeles,San Fernando,2015 Toyota Camry,NA,4 cylinders,fwd,gas,34566,grey,NA,automatic,sedan,1
856,"$10,800 ",los angeles,LA long beach,2015 toyota camry le 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
859,"$5,900 ",los angeles,LA westside-southbay,2005 Toyota Camry XLE,good,4 cylinders,fwd,gas,145741,grey,mid-size,automatic,NA,0
860,"$9,900 ",los angeles,LA long beach,2014 toyota camry le 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
861,"$3,190 ",los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,NA,NA,NA,automatic,sedan,0
862,$226 ,los angeles,San Fernando,2014 Toyota Camry LE,NA,4 cylinders,fwd,gas,28122,NA,NA,automatic,sedan,1
863,"$3,000 ",los angeles,San Fernando,2001 toyota camry solara,NA,NA,NA,gas,120000,NA,NA,automatic,NA,0
864,"$1,400 ",los angeles,central LA,2001 toyota camry,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
865,"$2,700 ",los angeles,central LA,2002 toyota camry,good,4 cylinders,NA,gas,130450,NA,NA,automatic,NA,0
867,$500 ,los angeles,LA westside-southbay,1999 toyota camry,excellent,4 cylinders,fwd,gas,NA,NA,NA,automatic,NA,0
868,"$9,600 ",los angeles,LA san gabriel,2011 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,50212,silver,full-size,automatic,sedan,0
870,"$2,400 ",los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,fwd,gas,195211,blue,full-size,automatic,sedan,0
872,"$2,200 ",los angeles,LA long beach,1998 toyota camry le,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
873,"$15,995 ",los angeles,San Fernando,2015 Toyota Camry,NA,4 cylinders,fwd,gas,36072,white,NA,automatic,sedan,1
874,"$3,100 ",los angeles,LA westside-southbay,2003 toyota camry le,good,4 cylinders,fwd,gas,170,red,mid-size,automatic,sedan,0
876,$500 ,los angeles,LA san gabriel,1991 Toyota Camry,fair,4 cylinders,fwd,gas,217000,white,mid-size,automatic,NA,0
877,"$5,000 ",los angeles,North LA county,2010 toyota camry hybrid,good,4 cylinders,fwd,gas,370000,NA,NA,automatic,sedan,0
878,"$3,900 ",los angeles,NA,2004 Toyota Camry,like new,6 cylinders,fwd,gas,217337,custom,NA,automatic,sedan,1
879,"$5,800 ",los angeles,North LA county,2007 toyota camry hybrid,like new,4 cylinders,NA,gas,NA,NA,NA,automatic,SUV,0
880,"$3,700 ",los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,NA,gas,132000,NA,NA,automatic,NA,0
882,"$1,100 ",los angeles,LA westside-southbay,2003 Toyota Camry Xle,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
884,"$7,900 ",los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,NA,gas,117000,NA,NA,automatic,NA,0
885,"$6,500 ",los angeles,central LA,2009 toyota camry le,like new,4 cylinders,NA,gas,128708,grey,full-size,automatic,sedan,0
886,"$1,502 ",los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,NA,black,NA,automatic,NA,0
887,"$2,750 ",los angeles,LA westside-southbay,1991 toyota camry,NA,NA,NA,gas,153000,NA,NA,automatic,wagon,0
888,"$2,000 ",los angeles,central LA,2004 toyota camry solara,NA,NA,NA,gas,201038,NA,NA,automatic,NA,0
889,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
890,"$4,500 ",los angeles,San Fernando,2005 Toyota Camry LE,good,4 cylinders,NA,gas,121000,white,NA,automatic,NA,0
891,"$5,300 ",los angeles,central LA,2007 toyota camry,excellent,4 cylinders,NA,gas,120000,white,NA,automatic,sedan,0
892,"$7,500 ",los angeles,central LA,2009 toyota camry,excellent,4 cylinders,NA,gas,81000,NA,NA,automatic,NA,0
894,"$11,000 ",los angeles,LA long beach,2016 toyota camry le 4dr sedan,NA,NA,NA,gas,NA,NA,NA,automatic,NA,0
895,"$8,500 ",los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,NA,gas,79000,NA,NA,automatic,NA,0
